Station_ID,Group,Plot_Size_(m2),Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Tree,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name_Originally_Observed,Common_Name_As_Originally_Observed,Scientific_Name_As_Currently_Recognized,Common_Name_As_Currently_Recognized,Percent_Cover,Braun_Blanquet_Rank,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
CS28-101A,,4,9/26/2007,Saline,Random,Natural,75,,,75,,110,,,110,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,,,Out,,,,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Mouledous,"Surface water= 0.4', 8.7 ppt; Porewater 10cm= 13.8 ppt"
CS28-201A,,4,9/26/2007,Saline,Random,Natural,75,,,75,,107,,,107,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,,,flowering,LA DEPT OF NAT RES (CRDL),M. Mouledous; L. Sharp,"Surface water= 0.7', 7.4 ppt; Porewater 10cm= 23.5 ppt; Porewater 30cm= 26.1 ppt"
CS28-303B,PROJECT,2,9/10/2014,Saline,Random,Natural,75,,,75,,79.25,,,79.25,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,B. Wood; M. Miller; M. Mouledous,WL MARSH = 0.6ft (18.29cm)
ME14-118,T6A,4,10/10/2007,Saline,Random,Planted,75,,,75,,137,,,137,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,55,4,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,West transect north slope
ME14-121,T6B,4,10/10/2007,Saline,Random,Planted,75,,,75,,183,,,183,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,5,1,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,Center transect north slope
ME14-121,T6B,4,10/10/2007,Saline,Random,Planted,75,,,75,,183,,,183,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,50,3,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,Center transect north slope
ME14-122,T6C,4,8/31/2005,Saline,Random,Planted,75,,,75,,128.02,,,128.02,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,20,2,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,dying brown ;sout slope
ME14-188,T163A,4,10/10/2007,Saline,Random,Planted,75,,,75,,152,,,152,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,45,3,Both,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous,East transect north slope
ME14-190,T163A,4,10/10/2007,Saline,Random,Planted,75,,,75,,137,,,137,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,50,3,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,East transect south slope
TE18-22,A/10/B,0.25,8/6/1996,Saline,Random,Planted,75,,,75,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),S. Beasley; K. Bahlinger,
TE18-34,A/16/B,0.25,8/5/1997,Saline,Random,Planted,75,,,75,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),M. Townson; T. Folse,
TE18-88,BW/4/B,0.25,8/6/1996,Saline,Random,Planted,75,,,75,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDT),S. Beasley; K. Bahlinger,
TE26-12,PROJECT,4,9/28/2004,Saline,Random,Natural,75,,,75,,212,,,212,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; G. Curole; E. Lear,
TE26-37R,REFERENCE,4,9/6/2007,Saline,Random,Natural,75,,,75,,121.92,,,134.72,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,,,,COASTAL ESTUARY SERVICES LLC,W. Cavalier; E. Lear; M. Dantin,Bare Ground; Water Level is 0.40ft. Above Marsh
TE44-70,G,4,10/12/2004,Saline,Random,Planted,75,,,75,,129,,,129,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,12,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 2
TE44-70,G,4,10/12/2004,Saline,Random,Planted,75,,,75,,129,,,129,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 2
TE44-81,I,4,10/12/2004,Saline,Random,Planted,75,,,75,,142,,,142,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,9,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 2
TE44-81,I,4,10/12/2004,Saline,Random,Planted,75,,,75,,142,,,142,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,3,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 2
TE44-87,I,4,10/12/2004,Saline,Random,Planted,75,,,75,,150,,,150,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,Both,9,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 2
TE44-87,I,4,10/12/2004,Saline,Random,Planted,75,,,75,,150,,,150,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 2
TV09-0306,C,37.12,6/4/1996,Saline,Random,Planted,75,,,75,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,75,4,In,16,16,,LA DEPT OF NAT RES (CRDL),M. Miller; C. Thibodeaux; D. Weifenbach,
TV13A-09,,4,7/24/2001,Saline,Random,Planted,73.8,,,73.8,,122,,,121.95,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,73.8,4,In,16,,,LA DEPT OF NAT RES (CRDL),D. Castellanos,
CS31-208,,25,10/12/2004,Saline,Random,Planted,72,,,72,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,1,1,In,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; L. Sharp; M. Miller,
TE18-32,A/15/B,0.25,8/4/1997,Saline,Random,Planted,72,,,72,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),M. Townson; T. Folse,
TV09-0101,A,37.12,12/4/1995,Saline,Random,Planted,71.6,,,71.6,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,27.2,3,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
TV09-0124,A,37.12,12/4/1995,Saline,Random,Planted,71,,,71,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,63.4,4,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0202,B,37.12,12/4/1995,Saline,Random,Planted,71,,,71,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
BA04-117,,4,9/2/2009,Saline,Random,Natural,70,,,70,,142,,,64,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,55,4,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-117.jpg
BA04-117,,4,9/2/2009,Saline,Random,Natural,70,,,70,,142,,,64,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,40,3,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-117.jpg
BA04-117,,4,9/2/2009,Saline,Random,Natural,70,,,70,,142,,,64,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,1,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-117.jpg
BA04-127,,1,9/12/2001,Saline,Random,Natural,70,,,70,,76.2,,,76.2,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,35,3,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; W. Boshart,
BA04-127,,1,9/12/2001,Saline,Random,Natural,70,,,70,,76.2,,,76.2,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,2,1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; W. Boshart,
BA04-127,,1,9/12/2001,Saline,Random,Natural,70,,,70,,76.2,,,76.2,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; W. Boshart,
BA28-1040,DUNE,4,9/18/2002,Saline,Random,Planted,70,,3,70,5,140,,60,140,8,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),K. Gray; E. Lear; A. Lasseigne,*no surviving Spartina patens or Spartina spartinae.;*no Spartina spartinae w/in 15' of plot.;Panicum amarum indeterminate.
BA28-1040,DUNE,4,9/18/2002,Saline,Random,Planted,70,,3,70,5,140,,60,140,8,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),K. Gray; E. Lear; A. Lasseigne,*no surviving Spartina patens or Spartina spartinae.;*no Spartina spartinae w/in 15' of plot.;Panicum amarum indeterminate.
BA28-1040,DUNE,4,9/18/2002,Saline,Random,Planted,70,,3,70,5,140,,60,140,8,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,5,0,,LA DEPT OF NAT RES (CRDT),K. Gray; E. Lear; A. Lasseigne,*no surviving Spartina patens or Spartina spartinae.;*no Spartina spartinae w/in 15' of plot.;Panicum amarum indeterminate.
BA28-1120,Dune,4,10/22/2001,Saline,Random,Planted,70,,,70,,55,,,56,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,30,3,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-1120,Dune,4,10/22/2001,Saline,Random,Planted,70,,,70,,55,,,56,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,5,0,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-1120,DUNE,4,9/18/2002,Saline,Random,Planted,70,,30,15,,90,,90,140,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,
BA28-1120,DUNE,4,9/18/2002,Saline,Random,Planted,70,,30,15,,90,,90,140,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,
BA28-1120,DUNE,4,9/18/2002,Saline,Random,Planted,70,,30,15,,90,,90,140,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,5,0,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,
BA28-120,Dune,4,10/22/2001,Saline,Random,Planted,70,,,70,,28,,,65,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-120,Dune,4,10/22/2001,Saline,Random,Planted,70,,,70,,28,,,65,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,,5,0,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-1360R,DUNE,4,9/18/2002,Saline,Random,Natural,70,,<1,70,,20,,180,20,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,
BA28-1360R,DUNE,4,9/18/2002,Saline,Random,Natural,70,,<1,70,,20,,180,20,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,
BA28-140,DUNE,4,4/18/2001,Saline,Random,Planted,70,,,70,,30,,,30,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-140,DUNE,4,4/18/2001,Saline,Random,Planted,70,,,70,,30,,,30,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-140,DUNE,4,4/18/2001,Saline,Random,Planted,70,,,70,,30,,,30,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,40,3,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-140,DUNE,4,4/18/2001,Saline,Random,Planted,70,,,70,,30,,,30,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-1400,DUNE,4,9/18/2002,Saline,Random,Planted,70,,,70,,120,,,120,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,*no surviving Spartina patens.;*Pic 56.;Panicum amarum indeterminate.
BA28-1400,DUNE,4,9/18/2002,Saline,Random,Planted,70,,,70,,120,,,120,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,*no surviving Spartina patens.;*Pic 56.;Panicum amarum indeterminate.
BA28-1400,DUNE,4,9/18/2002,Saline,Random,Planted,70,,,70,,120,,,120,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,5,0,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,*no surviving Spartina patens.;*Pic 56.;Panicum amarum indeterminate.
BA28-2000R,Dune,4,10/22/2001,Saline,Random,Natural,70,,,70,,24,,,24,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,40,3,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-220R,DUNE,4,4/18/2001,Saline,Random,Natural,70,,,70,,30,,,30,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-220R,DUNE,4,4/18/2001,Saline,Random,Natural,70,,,70,,30,,,30,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-228,BAY,4,9/18/2002,Saline,Random,Planted,70,,,70,,103,,,103,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,5,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; T. Folse; G. Curole,Spartina alterniflora indeterminate.
BA28-2360,DUNE,4,4/19/2001,Saline,Random,Planted,70,,,70,,50,,,50,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,30,3,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-2360,DUNE,4,4/19/2001,Saline,Random,Planted,70,,,70,,50,,,50,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,20,2,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-436R,BAY,4,10/20/2003,Saline,Random,Natural,70,,5,65,,75,,104,75,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,65,4,Both,,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; R. Chiasson,
BA28-60,DUNE,4,9/18/2002,Saline,Random,Planted,70,,,70,,120,,,120,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,2,Both,5,4,,LA DEPT OF NAT RES (CRDT),K. Gray; E. Lear; A. Lasseigne,*Spartina spartinae (spotty in areas) hard to determine where individual parent plants originate; bushy thick growth in places where indeterminate.
BA28-80,DUNE,4,9/18/2002,Saline,Random,Planted,70,,,70,,140,,,140,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,15,2,Both,5,,,LA DEPT OF NAT RES (CRDT),K. Gray; A. Lasseigne; E. Lear,"*Planted Panicum amarum not distinguishable. (Spotty, but not able to tell parent plants origination points & not evenly spaced);*No surviving planted Spartina spartinae / none visible within 15' of plot.  Planted Spartina patens indeterminate."
BA28-860R,DUNE,4,10/20/2003,Saline,Random,Natural,70,,,70,,22,,,22,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
BA28-900,BAY,4,10/20/2003,Saline,Random,Planted,70,,<1,70,,126,,93,126,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,5,,Indeterminate,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; R. Chiasson,
CS21-87R,,4,10/29/2008,Saline,Random,Natural,70,,,70,,94,,,94,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,55,4,In,,,not stressed,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,"surface water = 0.2' deep, 17.2 deg C, 7.8 ppt;  ;no Ike mud present;no pore water"
CS21-87R,,4,10/29/2008,Saline,Random,Natural,70,,,70,,94,,,94,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,15,2,In,,,not stressed,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,"surface water = 0.2' deep, 17.2 deg C, 7.8 ppt;  ;no Ike mud present;no pore water"
CS21-87R,,4,10/29/2008,Saline,Random,Natural,70,,,70,,94,,,94,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,3,1,In,,,not stressed,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,"surface water = 0.2' deep, 17.2 deg C, 7.8 ppt;  ;no Ike mud present;no pore water"
CS21-89R,,4,10/29/2008,Saline,Random,Natural,70,,,70,,152,,,152,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,1,1,In,,,ok,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"surface water = 0.2' deep, 23 deg C, 16.4 ppt;  ;1cm of Ike mud"
CS21-89R,,4,10/29/2008,Saline,Random,Natural,70,,,70,,152,,,152,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,2,In,,,ok,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"surface water = 0.2' deep, 23 deg C, 16.4 ppt;  ;1cm of Ike mud"
CS21-89R,,4,10/29/2008,Saline,Random,Natural,70,,,70,,152,,,152,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,60,4,In,,,"slightly stressed, brown tips",LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"surface water = 0.2' deep, 23 deg C, 16.4 ppt;  ;1cm of Ike mud"
CS21-91R,R1,4,8/4/2015,Saline,Random,Natural,70,,,70,,103.63,,,103.63,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,40,3,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-91R,R1,4,8/4/2015,Saline,Random,Natural,70,,,70,,103.63,,,103.63,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,30,3,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
ME14-151,T126A,4,9/1/2005,Saline,Random,Planted,70,,,70,,134.41,,,134.41,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,
ME14-248,T439A,4,9/1/2005,Saline,Random,Planted,70,,,70,,176.78,,,176.78,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,,,,LA DEPT OF NAT RES (CRDL),J. Price; M. Mouledous,photo 45
ME14-251,T439B,4,9/1/2005,Saline,Random,Planted,70,,,70,,115.72,,,115.82,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,65,4,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 46
ME14-284,T403B,4,10/10/2007,Saline,Random,Planted,70,,,70,,137,,,137,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,65,4,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,Center transect north slope
ME14-284,T403B,4,10/10/2007,Saline,Random,Planted,70,,,70,,137,,,137,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,Center transect north slope
ME14-286,T403B,4,10/10/2007,Saline,Random,Planted,70,,,70,,183,,,183,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,65,4,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,Center transect south slope
ME14-287,T403C,4,10/10/2007,Saline,Random,Planted,70,,,70,,143,,,143,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,60,4,Both,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,West transect north slope
ME14-287,T403C,4,10/10/2007,Saline,Random,Planted,70,,,70,,143,,,143,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; C. Thibodeaux,West transect north slope
TE18-06,A/2/B,0.25,8/4/1997,Saline,Random,Planted,70,,,70,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),M. Townson; T. Folse,
TE25-106,VIES1,4,9/17/2002,Saline,Random,Planted,70,,,70,,42,,,42,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; T. Hubbell; E. Lear,Stake # 387
TE25-93,AGWN1,4,9/16/2002,Saline,Random,Planted,70,,,70,,89,,,89,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; E. Lear,Stake # 394
TE26-12,PROJECT,4,9/6/2007,Saline,Random,Natural,70,,,70,,112.78,,,153.62,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,,,,COASTAL ESTUARY SERVICES LLC,M. Dantin; E. Lear; W. Cavalier,Bare Ground = dead plants and unvegetated surface; Water Level is 0.40ft. Above Marsh
TE26-12,,4,9/1/2010,Saline,Random,Natural,70,,,70,,150,,,150,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; D. Lee,Trenasse runs through this plot; pic #4
TE26-46,,4,9/1/2010,Saline,Random,Natural,70,,,70,,110,,,110,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,45,3,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; D. Lee,Pics # 44 & 45 & 46; point # 1 on random list - inside (see map)
TE27-27,Bay,4,9/19/2001,Saline,Random,Planted,70,,,70,,98,,,98,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; K. Gray,
TE27-52,Spur,4,9/20/2001,Saline,Random,Planted,70,,,70,,115,,,115,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),K. Gray; E. Lear,
TE52-V03,DUNE,4,9/24/2013,Saline,Random,Planted,70,,,70,,102,,,90,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,5,1,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V03 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  30% Bare Ground.
